entity_id,session_key,session_id_impressions,session_id_order,df_dps,df_impressions,delivery_fee_eur,dps_delivery_fee_eur
MJM_AT,+YYh/kR4i3/2rJ3Zl4IqSQ==,1718190391245.9318222366.ifvfjcknpr,,2.99,2.99,,
MJM_AT,+YYh/kR4i3/2rJ3Zl4IqSQ==,1718190391245.9318222366.ifvfjcknpr,,0.0,0.0,,
MJM_AT,+YYh/kR4i3/2rJ3Zl4IqSQ==,1718190391245.9318222366.ifvfjcknpr,,1.99,1.99,,
MJM_AT,+YYh/kR4i3/2rJ3Zl4IqSQ==,1718190391245.9318222366.ifvfjcknpr,,3.99,3.99,,
MJM_AT,+YYh/kR4i3/2rJ3Zl4IqSQ==,1718190391245.9318222366.ifvfjcknpr,,1.99,1.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,1.99,1.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.0,4.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,5.49,4.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.49,2.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.99,3.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.49,3.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,1.49,1.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.99,4.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.99,4.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,5.49,5.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.99,2.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.49,3.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.99,3.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,5.49,3.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.99,3.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.49,3.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.49,2.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.99,4.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,5.49,5.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.99,2.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.99,3.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.99,4.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.49,2.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,1.49,1.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,5.49,5.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.99,4.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.99,4.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.99,3.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.99,2.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.99,3.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.49,2.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.49,3.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.99,2.99,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,2.49,2.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,3.49,3.49,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,0.0,0.0,,
MJM_AT,+Z0WoO869mFkwGiia6MmNQ==,1717709057713.0471997743.afzvzabroz,,4.99,4.99,,
